SNAME,SEINetName,county,institutionCode,identifiedBy,collector,collectionNumber,eventDate,year,modified,habitat,substrate,verbatimAttributes,occurrenceRemarks,associatedTaxa,reproductiveCondition,locality,locationRemarks,decimalLatitude,decimalLongitude,verbatimCoordinates,geodeticDatum,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,references,SEINet_id,occurrenceID,catalogNumber,accessionNumber,SEINetName_binomial,SEINetName_tri_shift,institutionCode_CNHP,textName,institutionCount,Unnamed: 3,iNatName,gbifID,otherCatalogNumbers,iNatName_binomial,iNatName_tri_shift,SFID,EOID,Descriptor,Locator,FeatureType,UncertType,UncertDist,DistanceUnit,DigiCom,MapCom,DigiBase,RepAcc,CValue2020,GELEMENTID,SELEMENTID,ELCODE,MAJORGROUP,GNAME,GCOMNAME,SCOMNAME,GRANK,SRANK,RNDGRANK,TRACK,INACTIVE,TRACKCOM,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,ECOSCALE,AQDEP,ENDEMISM,TRACKJUST,ELSENSJUST,GLOBALSSEQID,CLASSIFICATIONSTATUS,ORIGIN
Alopecurus aequalis,Alopecurus aequalis,Gilpin,DBG,,Stanley Smookler,GGC-259,6/22/2002,2002,4/29/2024 10:54,"On a mudbank centered within the creek and associated with Batrichium trychophyllum, submerged flora growing nearby; common.",,Bunchgrass,,,,"Golden Gate Canyon State Park, along creek draining Slough Pond in the southern section of the park near Hwy 46.",,39.829343,-105.421073,13N 0463968E 4408901N,,,TERRAIN NAV,,Certainty code: 3,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3061058,3061058,a8091ff2-1b58-4593-b990-8ce5dfecbb81,KHD00007755,9519,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Boulder,DBG,,Unknown,,7/22/1914,1914,4/29/2024 10:54,open gravelly slope,,,", Condition: fair",,flower,Tolland,,39.902944,-105.587174,13N 0449808E 4417150N,,,,,Certainty code: 5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3059103,3059103,47643e42-72b8-4314-8524-248c18606964,KHD00002018,5678,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Summit,DBG,,John B. Hartwell,1002,7/31/1938,1938,4/29/2024 10:54,,,,", Condition: fair",,flower,,,39.599332,-106.014369,13N 0412909E 4383780N,,,,,Certainty code: 7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3059104,3059104,88d3e4c1-4a2f-413a-90cd-a7d9d9c3ab85,KHD00002036,5679,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,El Paso,DBG,,K.G.H.,2055,9/1/1947,1947,4/29/2024 10:54,meadow,,,", Condition: fair",,flower,"Black Forest, east of Tannenbaum Ranch.",,39.025825,-104.677162,13N 0527945E 4319692N,,,,,Certainty code: 6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3059106,3059106,f3e9bb79-7e5f-447a-a744-0406abfdf69a,KHD00002028,5680,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Summit,DBG,,John B. Hartwell,1186,8/1/1937,1937,4/29/2024 10:54,grassland,,,", Condition: fair",,flower,Hoosier Ridge,,39.367929,-106.026707,13N 0411557E 4358110N,,,,,Certainty code: 6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3059107,3059107,e3708a2d-89d0-4b6f-a0a1-abf3405f6816,KHD00002035,5681,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Denver,DBG,,Unknown,,5/8/1934,1934,4/29/2024 10:54,vacant lots,,,", Condition: fair, Donor: University of Denver Herbarium",,flower,Denver,,39.737148,-104.988353,13N 0500998E 4398584N,,,,,Certainty code: 7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3059108,3059108,442719c8-54d4-403d-9fdc-992a8f0de390,KHD00002026,5682,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Jefferson,DBG,,G. A. Douglas,2376,6/24/1936,1936,4/29/2024 10:54,gentle gentle slope; deep sandy loam; open pine stand deep sandy leam,,Chicory tribe; yellow ligulate flower. Distribution: Common in aspen groves.,"locally abundant, , Condition: fair",,flower,"Genesee Park, Genesee Mt.",,39.701316,-105.292825,13N 0474896E 4394648N,,,,,Certainty code: 3,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3059109,3059109,87ba6a27-ff95-4e45-8ef7-76dcd0b412fe,KHD00002019,5683,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Clear Creek,DBG,,Velma Richards,RP74194,7/18/1974,1974,4/29/2024 10:54,open area,,,", Condition: fair",,flower and fruit,"Walter S. Reed Botanic Gardens of Denver Botanic Gardens, 6 mi W of Evergreen, Upper Bear Creek Canyon, Site K.",,39.61666,-105.41666,13N 0463875E 4386403N,,,,,Certainty code: 4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3059111,3059111,b25c4c29-59bc-4cea-8488-292b3852b323,KHD00002033,5685,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Clear Creek,DBG,,John B. Hartwell,,7/25/1936,1936,4/29/2024 10:54,gravelly bank,,,", Condition: fair",,flower,Top of Loveland Pass.,,39.662422,-105.878267,13N 0424663E 4390659N,,,,,Certainty code: 4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3059113,3059113,086f1a1a-bbdc-48c4-99e3-d1b7a6969b2d,KHD00002034,5687,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Teller,DBG,,Joseph O. Spencer,,8/14/1961,1961,4/29/2024 10:54,"Meadow, Ponderosa Pine Forest",,,,,flower and fruit,Pike N.F. Pike Community Picnic Area,,39.066762,-105.088741,13 0492323E 4324189N,,,Terrain Navigator,,Certainty Code: 4 7.5' Mount Deception quad T11 R69W SEC26.,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3197906,3197906,418cf6a2-e15b-4061-afc6-d80155e28061,KHD00027577,49455,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Jefferson,DBG,,Janet L. Wingate,1708,6/25/1982,1982,4/29/2024 10:54,Denver/Arapaho undivide substrate; stream bed.,,,,,,"Chatfield Arboretum, Chatfield Arboretum Site, located at junction of Highway75 and Deer Creek Road. Deer Creek stream bed.",,39.547801,-105.096378,13N 0493042E 4376785N,WGS84,,georef batch tool 2014-02-20; GeoLocate,reviewed - high confidence,Certainty code: 3; Georeferenced to approximate midpoint of Denver Botanic Gardens at Chatfield.,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3058817,3058817,0c44ae75-0f3f-42f8-bec8-ae218850c518,KHD00006760,5249,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Ouray,DBG,,Emily L. Hartman,4550,7/30/1981,1981,4/29/2024 10:54,rocky area adjacent to road,,,"UCD donation - UCD #001592 , Donor: Herbarium, University of Colorado, Denver Center",,flower,"Engineer Mountain Pass, Uncompahgre National Forest",,37.966535,-107.618541,13N 0269975E 4205337N,,,Terrain Navigator,,Certainty code: 5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3053580,3053580,7a23b3a6-c822-4f4f-988f-3491dd3d7233,KHD00017003,41399,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Hinsdale,DBG,,Emily L. Hartman,5495,8/2/1983,1983,4/29/2024 10:54,krummholz area on slope near mine,,,"UCD donation - UCD #002396, Donor: Herbarium, University of Colorado, Denver Center",,flower,"American Basin, ca. 24 miles SW of Lake City",,37.918203,-107.51656,13N 0278790E 4199726N,,,Terrain Navigator,,Certainty code: 4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3053582,3053582,f5ec036f-613b-45ae-9a79-5dbd6ae4a95f,KHD00017005,41401,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Ouray,DBG,,Emily L. Hartman,4553,7/30/1981,1981,4/29/2024 10:54,rocky area adjacent to road,,,"UCD donation - UCD #001591 , Donor: Herbarium, University of Colorado, Denver Center",,flower,"Engineer Mountain Pass, Uncompahgre National Forest",,37.966535,-107.618541,13N 0269975E 4205337N,,,Terrain Navigator,,Certainty code: 5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3053583,3053583,54e259f0-1663-484b-abf3-9c97817d1111,KHD00017004,41402,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Ouray,DBG,,Emily L. Hartman,4533,7/29/1981,1981,4/29/2024 10:54,roadside near Mielichhoferia site,,,"UCD donation - UCD #001440, Donor: Herbarium, University of Colorado, Denver Center",,flower,"Grey (sic) Copper Gulch Road near Mielichhoferia site, Uncompahgre National Forest",,37.931995,-107.657997,13N 0266399E 4201602N,,,Terrain Navigator,,Certainty code: 4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3053584,3053584,9173cec7-68db-43d2-a8f9-5fbb5c067870,KHD00017001,41403,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Gilpin,DBG,,Erik R. Olgeirson,23,8/18/1967,1967,4/29/2024 10:54,Wet meadow- infrequent.,,,"Donor: Herbarium, University of Colorado, Denver Center",,flower,"6 miles NW of Central City, Roosevelt Nat'l Forest",,39.859496,-105.603439,13N 0448385E 4412337N,,,Terrain Navigator,,Certainty code: 6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3053163,3053163,fcc0f337-60e2-4655-956f-2dbef678e315,KHD00016551,40966,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Ouray,DBG,,Emily L. Hartman,4658,8/8/1981,1981,4/29/2024 10:54,Disturbed area along trail to mine cutting across talus slope.,,,"Donor: Herbarium, University of Colorado, Denver Center",,flower,"Sidney Basin adjacent to governor basin, ca. 8 miles NW of Ouray, Uncompahgre National Forest",,37.967824,-107.76144,13N 0257424E 4205843N,,,Terrain Navigator,,Certainty code: 6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3055063,3055063,3404c702-a75d-4aed-88d8-e18dbc17f6c9,KHD00019654,42853,Agoseris glauca,Agoseris glauca,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Gunnison,DBG,L. Scheideman,Andrew L. Bryant,AB,7/3/1967,1967,4/29/2024 10:54,carex,,Very abundant,Donor: Western State College,,,"Gunnison National Forest, Sec 10, T15S, R87W (unsurveyed). 30 M NE of research quadrat 2-2 in water",,38.761531,-107.101019,13N 0317451E 4292410N,,,"Terrain Navigator, Graphical Locater",,Certainty code: 5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3055978,3055978,eec6ddc1-1bb4-43c8-9acd-93c406069b4b,KHD00020190,44281,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Jefferson,DBG,,Janet L. Wingate,479,7/6/1981,1981,4/29/2024 10:54,Denver/Arapaho undivide substrate; stream bed.,,,,,,"Chatfield Arboretum Site, located at junction of Highway75 and Deer Creek Road. Area 3C, Deer CReek stream bed.",,39.550164,-105.099111,"39°33'0.59""N 105° 5'56.80""W",WGS84,,Google Earth,reviewed - high confidence,Georeferenced based on collector?s physical mapped grid of location.,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3054496,3054496,b8c2c888-881a-4c5f-8f24-d220b597d345,KHD00006755,423,Alopecurus aequalis,Alopecurus aequalis,DBG,Denver Botanic Garden,58577,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,,NY,,C. F. Baker,972,1898-07-09,1898,8/7/2024 15:31,,,,,,,Mancos,,37.344996,-108.289249,,WGS84,GEOLocate Web Application,GEOLocate Batch Processing Tool,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14879257,14879257,57ed2c71-9d01-4ce5-b0aa-96229be180bf,1637770,,Alopecurus aequalis,Alopecurus aequalis,NY,New York,46873,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,,NY,,J. M. Coulter,833,1873-06-30,1873,8/7/2024 15:31,,,,,,,Monument Park,,37.206972,-105.046407,,WGS84,"Georeferencing Quick Reference Guide, Version 2012",Google Maps (map data 2019); Manis Georef. Calculator,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14870689,14870689,5482c550-273d-47f5-ad6b-4125eb775252,1637760,,Alopecurus aequalis,Alopecurus aequalis,NY,New York,46873,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Abronia nana,Abronia nana,Mesa Co.,NY,,B. Franklin,3295,5/28/1986,1986,8/7/2024 15:39,,,,,,,E slope LaSal Mts. Ca. 10.5 S of Gateway. Sinbad Valley,,38.524843,-109.006734,,WGS84,GEOLocate Web Application,GEOLocate Batch Processing Tool,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=24670958,24670958,435c49c7-6f67-4586-95d4-60242a5e64f7,3370704,,Abronia nana,Abronia nana,NY,New York,46873,,,,,,,,,,,,,,,,,,,,551,419414,PDNYC010H0,Vascular Plants,Abronia nana,Dwarf Sand-verbena,Dwarf Sand Verbena,G4,S1,G4,N,N,Tracked as var.,,,,N,LOCAL,N,N: No (the element is not endemic),"meets minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,140110,1,Native
Alopecurus aequalis,Alopecurus aequalis,,NY,,J. H. Cowen,3459,1892-06-24,1892,8/7/2024 15:31,,,,,,,Hotchkiss,,38.799707,-107.719503,,WGS84,GEOLocate Web Application,GEOLocate Batch Processing Tool,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14860689,14860689,50756329-bb1d-4917-9a9e-9e58bf7bfd07,1637774,,Alopecurus aequalis,Alopecurus aequalis,NY,New York,46873,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Abronia nana,Abronia nana,Mesa Co.,NY,,B. Franklin,3325,6/1/1986,1986,8/7/2024 15:39,,,,,,,"E slope of LaSal Mtns., ca. 11 mi due S of Gateway. Sinbad Valley",,38.524855,-108.988377,,WGS84,GEOLocate Web Application,GEOLocate Batch Processing Tool,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=24670959,24670959,492dab42-0704-4581-b30b-0fd909c5f004,3370705,,Abronia nana,Abronia nana,NY,New York,46873,,,,,,,,,,,,,,,,,,,,551,419414,PDNYC010H0,Vascular Plants,Abronia nana,Dwarf Sand-verbena,Dwarf Sand Verbena,G4,S1,G4,N,N,Tracked as var.,,,,N,LOCAL,N,N: No (the element is not endemic),"meets minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,140110,1,Native
Alopecurus aequalis,Alopecurus aequalis,,NY,,J. Wolf,s.n.,1873-00-00,1873,8/7/2024 15:31,,,,,,,Twin Lakes.,,37.012668,-105.82046,,WGS84,GEOLocate Web Application,GEOLocate Batch Processing Tool,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14974649,14974649,7e778295-890c-44c9-b9cd-715eecb42aa4,1637653,,Alopecurus aequalis,Alopecurus aequalis,NY,New York,46873,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,,NY,,P. A. Rydberg,6503,7/7/1900,1900,8/7/2024 15:31,,,,,,,Wahatoya Creek,,37.463689,-104.991742,,WGS84,"Georeferencing Quick Reference Guide, Version 2012",Google Maps (map data 2018); MaNIS Georef. Calculator,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14979850,14979850,809244a7-471f-4e10-abd8-110881b0f6ef,1637767,,Alopecurus aequalis,Alopecurus aequalis,NY,New York,46873,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Jackson Co.,NY,,B. E. Nelson,54146,7/17/2001,2001,8/7/2024 15:31,,,,,,,"North-central Colorado: Rabbit Ears Range: ca 1 1/4 air mi S of Slack-Weiss Reservoir and ca 2 air mi WNW of the north end of Arapaho Ridge, ca 21.5 air mi S of Walden.",,40.4163,-106.3604,,WGS84,GEOLocate Web Application,GEOLocate (Tulane University Museum of Natural History),,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14924320,14924320,6a04e63d-5da8-4f4e-880a-8e6e2418d657,1637782,,Alopecurus aequalis,Alopecurus aequalis,NY,New York,46873,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
